# r  u  V_H  V_x  V_eff
5.516000000001e+00 1.139659470669e-02 3.625798026840e-01 -8.656939893228e-03 3.539228627907e-01
5.517000000001e+00 1.138508234743e-02 3.625140861062e-01 -8.650063574592e-03 3.538640225316e-01
5.518000000001e+00 1.137358156069e-02 3.624483933389e-01 -8.643192878445e-03 3.538052004605e-01
5.519000000001e+00 1.136209233491e-02 3.623827243692e-01 -8.636327800018e-03 3.537463965692e-01
5.520000000001e+00 1.135061465860e-02 3.623170791841e-01 -8.629468334546e-03 3.536876108495e-01
5.521000000001e+00 1.133914852022e-02 3.622514577707e-01 -8.622614477271e-03 3.536288432934e-01
5.522000000001e+00 1.132769390829e-02 3.621858601161e-01 -8.615766223435e-03 3.535700938927e-01
5.523000000001e+00 1.131625081131e-02 3.621202862075e-01 -8.608923568288e-03 3.535113626392e-01
5.524000000001e+00 1.130481921781e-02 3.620547360320e-01 -8.602086507082e-03 3.534526495249e-01
5.525000000001e+00 1.129339911632e-02 3.619892095766e-01 -8.595255035073e-03 3.533939545415e-01
5.526000000001e+00 1.128199049539e-02 3.619237068286e-01 -8.588429147523e-03 3.533352776811e-01
5.527000000001e+00 1.127059334357e-02 3.618582277751e-01 -8.581608839696e-03 3.532766189354e-01
5.528000000001e+00 1.125920764942e-02 3.617927724032e-01 -8.574794106862e-03 3.532179782963e-01
5.529000000001e+00 1.124783340154e-02 3.617273407001e-01 -8.567984944296e-03 3.531593557558e-01
5.530000000001e+00 1.123647058850e-02 3.616619326530e-01 -8.561181347273e-03 3.531007513057e-01
5.531000000001e+00 1.122511919892e-02 3.615965482491e-01 -8.554383311077e-03 3.530421649380e-01
5.532000000001e+00 1.121377922140e-02 3.615311874756e-01 -8.547590830993e-03 3.529835966446e-01
5.533000000001e+00 1.120245064456e-02 3.614658503197e-01 -8.540803902312e-03 3.529250464173e-01
5.534000000001e+00 1.119113345704e-02 3.614005367685e-01 -8.534022520329e-03 3.528665142482e-01
5.535000000001e+00 1.117982764749e-02 3.613352468094e-01 -8.527246680341e-03 3.528080001291e-01
5.536000000001e+00 1.116853320456e-02 3.612699804295e-01 -8.520476377652e-03 3.527495040519e-01
5.537000000001e+00 1.115725011693e-02 3.612047376162e-01 -8.513711607568e-03 3.526910260086e-01
5.538000000001e+00 1.114597837326e-02 3.611395183565e-01 -8.506952365401e-03 3.526325659911e-01
5.539000000001e+00 1.113471796226e-02 3.610743226379e-01 -8.500198646466e-03 3.525741239915e-01
5.540000000001e+00 1.112346887262e-02 3.610091504476e-01 -8.493450446083e-03 3.525157000015e-01
5.541000000001e+00 1.111223109305e-02 3.609440017728e-01 -8.486707759575e-03 3.524572940133e-01
5.542000000001e+00 1.110100461228e-02 3.608788766009e-01 -8.479970582269e-03 3.523989060187e-01
5.543000000001e+00 1.108978941905e-02 3.608137749191e-01 -8.473238909498e-03 3.523405360096e-01
5.544000000001e+00 1.107858550209e-02 3.607486967148e-01 -8.466512736598e-03 3.522821839782e-01
5.545000000001e+00 1.106739285017e-02 3.606836419753e-01 -8.459792058908e-03 3.522238499164e-01
5.546000000001e+00 1.105621145206e-02 3.606186106878e-01 -8.453076871773e-03 3.521655338160e-01
5.547000000001e+00 1.104504129652e-02 3.605536028398e-01 -8.446367170542e-03 3.521072356692e-01
5.548000000001e+00 1.103388237236e-02 3.604886184185e-01 -8.439662950566e-03 3.520489554679e-01
5.549000000001e+00 1.102273466837e-02 3.604236574113e-01 -8.432964207203e-03 3.519906932041e-01
5.550000000001e+00 1.101159817337e-02 3.603587198057e-01 -8.426270935813e-03 3.519324488698e-01
5.551000000001e+00 1.100047287617e-02 3.602938055888e-01 -8.419583131761e-03 3.518742224571e-01
5.552000000001e+00 1.098935876562e-02 3.602289147482e-01 -8.412900790416e-03 3.518160139578e-01
5.553000000001e+00 1.097825583055e-02 3.601640472713e-01 -8.406223907150e-03 3.517578233641e-01
5.554000000001e+00 1.096716405982e-02 3.600992031453e-01 -8.399552477342e-03 3.516996506680e-01
5.555000000001e+00 1.095608344230e-02 3.600343823578e-01 -8.392886496372e-03 3.516414958614e-01
5.556000000001e+00 1.094501396687e-02 3.599695848961e-01 -8.386225959625e-03 3.515833589365e-01
5.557000000001e+00 1.093395562241e-02 3.599048107477e-01 -8.379570862491e-03 3.515252398852e-01
5.558000000001e+00 1.092290839783e-02 3.598400598999e-01 -8.372921200364e-03 3.514671386996e-01
5.559000000001e+00 1.091187228203e-02 3.597753323403e-01 -8.366276968640e-03 3.514090553717e-01
5.560000000001e+00 1.090084726393e-02 3.597106280563e-01 -8.359638162723e-03 3.513509898936e-01
5.561000000001e+00 1.088983333248e-02 3.596459470354e-01 -8.353004778016e-03 3.512929422574e-01
5.562000000001e+00 1.087883047660e-02 3.595812892650e-01 -8.346376809930e-03 3.512349124550e-01
5.563000000001e+00 1.086783868525e-02 3.595166547325e-01 -8.339754253879e-03 3.511769004786e-01
5.564000000001e+00 1.085685794741e-02 3.594520434256e-01 -8.333137105281e-03 3.511189063203e-01
5.565000000001e+00 1.084588825203e-02 3.593874553316e-01 -8.326525359557e-03 3.510609299720e-01
5.566000000001e+00 1.083492958812e-02 3.593228904381e-01 -8.319919012134e-03 3.510029714260e-01
5.567000000001e+00 1.082398194467e-02 3.592583487326e-01 -8.313318058442e-03 3.509450306742e-01
5.568000000001e+00 1.081304531068e-02 3.591938302027e-01 -8.306722493914e-03 3.508871077088e-01
5.569000000001e+00 1.080211967517e-02 3.591293348358e-01 -8.300132313989e-03 3.508292025218e-01
5.570000000001e+00 1.079120502717e-02 3.590648626195e-01 -8.293547514108e-03 3.507713151054e-01
5.571000000001e+00 1.078030135573e-02 3.590004135413e-01 -8.286968089719e-03 3.507134454516e-01
5.572000000001e+00 1.076940864990e-02 3.589359875889e-01 -8.280394036271e-03 3.506555935526e-01
5.573000000001e+00 1.075852689872e-02 3.588715847497e-01 -8.273825349219e-03 3.505977594005e-01
5.574000000001e+00 1.074765609129e-02 3.588072050114e-01 -8.267262024020e-03 3.505399429874e-01
5.575000000001e+00 1.073679621668e-02 3.587428483615e-01 -8.260704056137e-03 3.504821443054e-01
5.576000000001e+00 1.072594726398e-02 3.586785147877e-01 -8.254151441037e-03 3.504243633466e-01
5.577000000001e+00 1.071510922231e-02 3.586142042774e-01 -8.247604174189e-03 3.503666001032e-01
5.578000000001e+00 1.070428208077e-02 3.585499168185e-01 -8.241062251067e-03 3.503088545674e-01
5.579000000001e+00 1.069346582849e-02 3.584856523983e-01 -8.234525667151e-03 3.502511267312e-01
5.580000000001e+00 1.068266045460e-02 3.584214110047e-01 -8.227994417922e-03 3.501934165868e-01
5.581000000001e+00 1.067186594827e-02 3.583571926253e-01 -8.221468498867e-03 3.501357241264e-01
5.582000000001e+00 1.066108229863e-02 3.582929972476e-01 -8.214947905476e-03 3.500780493421e-01
5.583000000001e+00 1.065030949487e-02 3.582288248593e-01 -8.208432633243e-03 3.500203922260e-01
5.584000000001e+00 1.063954752616e-02 3.581646754481e-01 -8.201922677667e-03 3.499627527705e-01
5.585000000001e+00 1.062879638169e-02 3.581005490017e-01 -8.195418034249e-03 3.499051309675e-01
5.586000000001e+00 1.061805605066e-02 3.580364455078e-01 -8.188918698495e-03 3.498475268093e-01
5.587000000001e+00 1.060732652229e-02 3.579723649541e-01 -8.182424665917e-03 3.497899402881e-01
5.588000000001e+00 1.059660778579e-02 3.579083073281e-01 -8.175935932028e-03 3.497323713961e-01
5.589000000001e+00 1.058589983039e-02 3.578442726178e-01 -8.169452492346e-03 3.496748201254e-01
5.590000000001e+00 1.057520264535e-02 3.577802608107e-01 -8.162974342394e-03 3.496172864683e-01
5.591000000001e+00 1.056451621991e-02 3.577162718946e-01 -8.156501477696e-03 3.495597704169e-01
5.592000000001e+00 1.055384054334e-02 3.576523058573e-01 -8.150033893784e-03 3.495022719635e-01
5.593000000001e+00 1.054317560490e-02 3.575883626864e-01 -8.143571586191e-03 3.494447911002e-01
5.594000000001e+00 1.053252139390e-02 3.575244423698e-01 -8.137114550456e-03 3.493873278193e-01
5.595000000001e+00 1.052187789962e-02 3.574605448952e-01 -8.130662782118e-03 3.493298821130e-01
5.596000000001e+00 1.051124511137e-02 3.573966702503e-01 -8.124216276726e-03 3.492724539736e-01
5.597000000001e+00 1.050062301846e-02 3.573328184230e-01 -8.117775029828e-03 3.492150433932e-01
5.598000000001e+00 1.049001161023e-02 3.572689894010e-01 -8.111339036977e-03 3.491576503640e-01
5.599000000001e+00 1.047941087600e-02 3.572051831722e-01 -8.104908293732e-03 3.491002748784e-01
5.600000000001e+00 1.046882080514e-02 3.571413997242e-01 -8.098482795654e-03 3.490429169286e-01
5.601000000001e+00 1.045824138699e-02 3.570776390451e-01 -8.092062538308e-03 3.489855765068e-01
5.602000000001e+00 1.044767261093e-02 3.570139011225e-01 -8.085647517263e-03 3.489282536052e-01
5.603000000001e+00 1.043711446634e-02 3.569501859443e-01 -8.079237728094e-03 3.488709482162e-01
5.604000000001e+00 1.042656694260e-02 3.568864934983e-01 -8.072833166376e-03 3.488136603319e-01
5.605000000001e+00 1.041603002912e-02 3.568228237724e-01 -8.066433827691e-03 3.487563899447e-01
5.606000000001e+00 1.040550371530e-02 3.567591767545e-01 -8.060039707623e-03 3.486991370469e-01
5.607000000001e+00 1.039498799057e-02 3.566955524324e-01 -8.053650801762e-03 3.486419016306e-01
5.608000000001e+00 1.038448284437e-02 3.566319507939e-01 -8.047267105701e-03 3.485846836882e-01
5.609000000001e+00 1.037398826612e-02 3.565683718271e-01 -8.040888615036e-03 3.485274832120e-01
5.610000000001e+00 1.036350424529e-02 3.565048155197e-01 -8.034515325367e-03 3.484703001943e-01
5.611000000001e+00 1.035303077133e-02 3.564412818596e-01 -8.028147232298e-03 3.484131346273e-01
5.612000000001e+00 1.034256783373e-02 3.563777708348e-01 -8.021784331439e-03 3.483559865034e-01
5.613000000001e+00 1.033211542196e-02 3.563142824332e-01 -8.015426618401e-03 3.482988558148e-01
5.614000000001e+00 1.032167352552e-02 3.562508166427e-01 -8.009074088800e-03 3.482417425539e-01
5.615000000001e+00 1.031124213391e-02 3.561873734513e-01 -8.002726738256e-03 3.481846467130e-01
5.616000000001e+00 1.030082123664e-02 3.561239528468e-01 -7.996384562394e-03 3.481275682844e-01
5.617000000001e+00 1.029041082325e-02 3.560605548173e-01 -7.990047556839e-03 3.480705072605e-01
5.618000000001e+00 1.028001088326e-02 3.559971793507e-01 -7.983715717224e-03 3.480134636334e-01
5.619000000001e+00 1.026962140622e-02 3.559338264349e-01 -7.977389039185e-03 3.479564373957e-01
5.620000000001e+00 1.025924238169e-02 3.558704960580e-01 -7.971067518360e-03 3.478994285396e-01
5.621000000001e+00 1.024887379923e-02 3.558071882079e-01 -7.964751150392e-03 3.478424370575e-01
5.622000000001e+00 1.023851564842e-02 3.557439028726e-01 -7.958439930929e-03 3.477854629417e-01
5.623000000001e+00 1.022816791885e-02 3.556806400402e-01 -7.952133855621e-03 3.477285061845e-01
5.624000000001e+00 1.021783060011e-02 3.556173996986e-01 -7.945832920122e-03 3.476715667784e-01
5.625000000001e+00 1.020750368181e-02 3.555541818358e-01 -7.939537120090e-03 3.476146447157e-01
5.626000000001e+00 1.019718715356e-02 3.554909864399e-01 -7.933246451189e-03 3.475577399887e-01
5.627000000001e+00 1.018688100500e-02 3.554278134990e-01 -7.926960909085e-03 3.475008525899e-01
5.628000000001e+00 1.017658522575e-02 3.553646630010e-01 -7.920680489446e-03 3.474439825115e-01
5.629000000001e+00 1.016629980548e-02 3.553015349340e-01 -7.914405187946e-03 3.473871297460e-01
5.630000000001e+00 1.015602473383e-02 3.552384292861e-01 -7.908135000264e-03 3.473302942858e-01
5.631000000001e+00 1.014576000048e-02 3.551753460453e-01 -7.901869922080e-03 3.472734761232e-01
5.632000000001e+00 1.013550559509e-02 3.551122851998e-01 -7.895609949080e-03 3.472166752507e-01
5.633000000001e+00 1.012526150737e-02 3.550492467376e-01 -7.889355076952e-03 3.471598916606e-01
5.634000000001e+00 1.011502772701e-02 3.549862306468e-01 -7.883105301389e-03 3.471031253454e-01
5.635000000001e+00 1.010480424372e-02 3.549232369155e-01 -7.876860618088e-03 3.470463762974e-01
5.636000000001e+00 1.009459104722e-02 3.548602655318e-01 -7.870621022749e-03 3.469896445091e-01
5.637000000001e+00 1.008438812723e-02 3.547973164839e-01 -7.864386511076e-03 3.469329299728e-01
5.638000000001e+00 1.007419547349e-02 3.547343897599e-01 -7.858157078776e-03 3.468762326811e-01
5.639000000001e+00 1.006401307576e-02 3.546714853479e-01 -7.851932721563e-03 3.468195526263e-01
5.640000000001e+00 1.005384092379e-02 3.546086032360e-01 -7.845713435150e-03 3.467628898008e-01
5.641000000001e+00 1.004367900736e-02 3.545457434124e-01 -7.839499215258e-03 3.467062441972e-01
5.642000000001e+00 1.003352731623e-02 3.544829058654e-01 -7.833290057609e-03 3.466496158078e-01
5.643000000001e+00 1.002338584021e-02 3.544200905829e-01 -7.827085957930e-03 3.465930046250e-01
5.644000000001e+00 1.001325456909e-02 3.543572975533e-01 -7.820886911951e-03 3.465364106414e-01
5.645000000001e+00 1.000313349267e-02 3.542945267648e-01 -7.814692915407e-03 3.464798338494e-01
5.646000000001e+00 9.993022600788e-03 3.542317782054e-01 -7.808503964037e-03 3.464232742414e-01
5.647000000001e+00 9.982921883264e-03 3.541690518634e-01 -7.802320053581e-03 3.463667318099e-01
5.648000000001e+00 9.972831329937e-03 3.541063477271e-01 -7.796141179785e-03 3.463102065473e-01
5.649000000001e+00 9.962750930658e-03 3.540436657846e-01 -7.789967338399e-03 3.462536984462e-01
5.650000000001e+00 9.952680675287e-03 3.539810060242e-01 -7.783798525175e-03 3.461972074991e-01
5.651000000001e+00 9.942620553693e-03 3.539183684341e-01 -7.777634735871e-03 3.461407336983e-01
5.652000000001e+00 9.932570555754e-03 3.538557530026e-01 -7.771475966247e-03 3.460842770364e-01
5.653000000001e+00 9.922530671362e-03 3.537931597179e-01 -7.765322212067e-03 3.460278375058e-01
5.654000000001e+00 9.912500890414e-03 3.537305885683e-01 -7.759173469099e-03 3.459714150992e-01
5.655000000001e+00 9.902481202821e-03 3.536680395420e-01 -7.753029733116e-03 3.459150098089e-01
5.656000000001e+00 9.892471598501e-03 3.536055126274e-01 -7.746890999891e-03 3.458586216275e-01
5.657000000001e+00 9.882472067384e-03 3.535430078126e-01 -7.740757265206e-03 3.458022505474e-01
5.658000000001e+00 9.872482599408e-03 3.534805250861e-01 -7.734628524842e-03 3.457458965613e-01
5.659000000001e+00 9.862503184523e-03 3.534180644361e-01 -7.728504774586e-03 3.456895596615e-01
5.660000000001e+00 9.852533812688e-03 3.533556258509e-01 -7.722386010228e-03 3.456332398407e-01
5.661000000001e+00 9.842574473871e-03 3.532932093189e-01 -7.716272227563e-03 3.455769370913e-01
5.662000000001e+00 9.832625158051e-03 3.532308148283e-01 -7.710163422388e-03 3.455206514059e-01
5.663000000001e+00 9.822685855217e-03 3.531684423676e-01 -7.704059590505e-03 3.454643827771e-01
5.664000000001e+00 9.812756555366e-03 3.531060919250e-01 -7.697960727718e-03 3.454081311973e-01
5.665000000001e+00 9.802837248507e-03 3.530437634889e-01 -7.691866829837e-03 3.453518966591e-01
5.666000000001e+00 9.792927924657e-03 3.529814570477e-01 -7.685777892674e-03 3.452956791551e-01
5.667000000001e+00 9.783028573846e-03 3.529191725898e-01 -7.679693912045e-03 3.452394786777e-01
5.668000000001e+00 9.773139186110e-03 3.528569101034e-01 -7.673614883771e-03 3.451832952197e-01
5.669000000001e+00 9.763259751497e-03 3.527946695771e-01 -7.667540803674e-03 3.451271287734e-01
5.670000000001e+00 9.753390260065e-03 3.527324509992e-01 -7.661471667582e-03 3.450709793316e-01
5.671000000001e+00 9.743530701879e-03 3.526702543580e-01 -7.655407471325e-03 3.450148468867e-01
5.672000000001e+00 9.733681067018e-03 3.526080796421e-01 -7.649348210740e-03 3.449587314314e-01
5.673000000001e+00 9.723841345567e-03 3.525459268398e-01 -7.643293881663e-03 3.449026329582e-01
5.674000000001e+00 9.714011527623e-03 3.524837959396e-01 -7.637244479936e-03 3.448465514597e-01
5.675000000001e+00 9.704191603293e-03 3.524216869299e-01 -7.631200001406e-03 3.447904869284e-01
5.676000000001e+00 9.694381562692e-03 3.523595997990e-01 -7.625160441920e-03 3.447344393571e-01
5.677000000001e+00 9.684581395945e-03 3.522975345356e-01 -7.619125797334e-03 3.446784087383e-01
5.678000000001e+00 9.674791093189e-03 3.522354911280e-01 -7.613096063501e-03 3.446223950645e-01
5.679000000001e+00 9.665010644567e-03 3.521734695648e-01 -7.607071236284e-03 3.445663983285e-01
5.680000000001e+00 9.655240040236e-03 3.521114698343e-01 -7.601051311546e-03 3.445104185227e-01
5.681000000001e+00 9.645479270359e-03 3.520494919251e-01 -7.595036285153e-03 3.444544556399e-01
5.682000000001e+00 9.635728325110e-03 3.519875358256e-01 -7.589026152978e-03 3.443985096727e-01
5.683000000001e+00 9.625987194673e-03 3.519256015244e-01 -7.583020910895e-03 3.443425806136e-01
5.684000000001e+00 9.616255869242e-03 3.518636890100e-01 -7.577020554782e-03 3.442866684552e-01
5.685000000001e+00 9.606534339020e-03 3.518017982709e-01 -7.571025080521e-03 3.442307731904e-01
5.686000000001e+00 9.596822594220e-03 3.517399292956e-01 -7.565034483999e-03 3.441748948116e-01
5.687000000001e+00 9.587120625064e-03 3.516780820726e-01 -7.559048761103e-03 3.441190333115e-01
5.688000000001e+00 9.577428421784e-03 3.516162565905e-01 -7.553067907727e-03 3.440631886827e-01
5.689000000001e+00 9.567745974622e-03 3.515544528378e-01 -7.547091919768e-03 3.440073609180e-01
5.690000000001e+00 9.558073273829e-03 3.514926708031e-01 -7.541120793125e-03 3.439515500100e-01
5.691000000001e+00 9.548410309666e-03 3.514309104749e-01 -7.535154523702e-03 3.438957559512e-01
5.692000000001e+00 9.538757072403e-03 3.513691718419e-01 -7.529193107406e-03 3.438399787345e-01
5.693000000001e+00 9.529113552322e-03 3.513074548926e-01 -7.523236540148e-03 3.437842183524e-01
5.694000000001e+00 9.519479739710e-03 3.512457596155e-01 -7.517284817843e-03 3.437284747977e-01
5.695000000001e+00 9.509855624868e-03 3.511840859994e-01 -7.511337936409e-03 3.436727480630e-01
5.696000000001e+00 9.500241198105e-03 3.511224340327e-01 -7.505395891767e-03 3.436170381409e-01
5.697000000001e+00 9.490636449738e-03 3.510608037041e-01 -7.499458679843e-03 3.435613450243e-01
5.698000000001e+00 9.481041370095e-03 3.509991950023e-01 -7.493526296564e-03 3.435056687057e-01
5.699000000001e+00 9.471455949515e-03 3.509376079157e-01 -7.487598737865e-03 3.434500091779e-01
5.700000000001e+00 9.461880178344e-03 3.508760424332e-01 -7.481675999680e-03 3.433943664335e-01
5.701000000001e+00 9.452314046937e-03 3.508144985433e-01 -7.475758077949e-03 3.433387404653e-01
5.702000000001e+00 9.442757545663e-03 3.507529762346e-01 -7.469844968615e-03 3.432831312660e-01
5.703000000001e+00 9.433210664894e-03 3.506914754959e-01 -7.463936667625e-03 3.432275388283e-01
5.704000000001e+00 9.423673395018e-03 3.506299963158e-01 -7.458033170929e-03 3.431719631449e-01
5.705000000001e+00 9.414145726427e-03 3.505685386830e-01 -7.452134474481e-03 3.431164042085e-01
5.706000000001e+00 9.404627649526e-03 3.505071025862e-01 -7.446240574239e-03 3.430608620119e-01
5.707000000001e+00 9.395119154729e-03 3.504456880140e-01 -7.440351466162e-03 3.430053365478e-01
5.708000000001e+00 9.385620232457e-03 3.503842949551e-01 -7.434467146216e-03 3.429498278089e-01
5.709000000001e+00 9.376130873144e-03 3.503229233983e-01 -7.428587610368e-03 3.428943357879e-01
5.710000000001e+00 9.366651067231e-03 3.502615733323e-01 -7.422712854591e-03 3.428388604777e-01
5.711000000001e+00 9.357180805168e-03 3.502002447458e-01 -7.416842874858e-03 3.427834018709e-01
5.712000000001e+00 9.347720077417e-03 3.501389376275e-01 -7.410977667149e-03 3.427279599603e-01
5.713000000001e+00 9.338268874447e-03 3.500776519661e-01 -7.405117227446e-03 3.426725347387e-01
5.714000000001e+00 9.328827186737e-03 3.500163877505e-01 -7.399261551735e-03 3.426171261988e-01
5.715000000001e+00 9.319395004777e-03 3.499551449693e-01 -7.393410636004e-03 3.425617343333e-01
5.716000000001e+00 9.309972319064e-03 3.498939236114e-01 -7.387564476246e-03 3.425063591352e-01
5.717000000001e+00 9.300559120106e-03 3.498327236655e-01 -7.381723068458e-03 3.424510005970e-01
5.718000000001e+00 9.291155398418e-03 3.497715451203e-01 -7.375886408640e-03 3.423956587117e-01
5.719000000001e+00 9.281761144529e-03 3.497103879647e-01 -7.370054492794e-03 3.423403334719e-01
5.720000000001e+00 9.272376348972e-03 3.496492521875e-01 -7.364227316927e-03 3.422850248706e-01
5.721000000001e+00 9.263001002293e-03 3.495881377774e-01 -7.358404877050e-03 3.422297329003e-01
5.722000000001e+00 9.253635095046e-03 3.495270447233e-01 -7.352587169176e-03 3.421744575541e-01
5.723000000001e+00 9.244278617794e-03 3.494659730139e-01 -7.346774189323e-03 3.421191988246e-01
5.724000000001e+00 9.234931561110e-03 3.494049226382e-01 -7.340965933511e-03 3.420639567047e-01
5.725000000001e+00 9.225593915576e-03 3.493438935849e-01 -7.335162397765e-03 3.420087311871e-01
5.726000000001e+00 9.216265671783e-03 3.492828858429e-01 -7.329363578113e-03 3.419535222647e-01
5.727000000001e+00 9.206946820332e-03 3.492218994010e-01 -7.323569470585e-03 3.418983299304e-01
5.728000000001e+00 9.197637351832e-03 3.491609342480e-01 -7.317780071216e-03 3.418431541768e-01
5.729000000001e+00 9.188337256904e-03 3.490999903730e-01 -7.311995376046e-03 3.417879949969e-01
5.730000000001e+00 9.179046526174e-03 3.490390677646e-01 -7.306215381114e-03 3.417328523835e-01
5.731000000001e+00 9.169765150282e-03 3.489781664118e-01 -7.300440082467e-03 3.416777263294e-01
5.732000000001e+00 9.160493119873e-03 3.489172863035e-01 -7.294669476153e-03 3.416226168274e-01
5.733000000001e+00 9.151230425603e-03 3.488564274286e-01 -7.288903558224e-03 3.415675238704e-01
5.734000000001e+00 9.141977058139e-03 3.487955897760e-01 -7.283142324736e-03 3.415124474513e-01
5.735000000001e+00 9.132733008153e-03 3.487347733345e-01 -7.277385771748e-03 3.414573875628e-01
5.736000000001e+00 9.123498266331e-03 3.486739780932e-01 -7.271633895322e-03 3.414023441979e-01
5.737000000001e+00 9.114272823365e-03 3.486132040409e-01 -7.265886691525e-03 3.413473173494e-01
5.738000000001e+00 9.105056669957e-03 3.485524511665e-01 -7.260144156424e-03 3.412923070101e-01
5.739000000001e+00 9.095849796818e-03 3.484917194591e-01 -7.254406286095e-03 3.412373131730e-01
5.740000000001e+00 9.086652194668e-03 3.484310089075e-01 -7.248673076612e-03 3.411823358309e-01
5.741000000001e+00 9.077463854238e-03 3.483703195007e-01 -7.242944524055e-03 3.411273749766e-01
5.742000000001e+00 9.068284766265e-03 3.483096512277e-01 -7.237220624508e-03 3.410724306031e-01
5.743000000001e+00 9.059114921499e-03 3.482490040774e-01 -7.231501374057e-03 3.410175027033e-01
5.744000000001e+00 9.049954310694e-03 3.481883780388e-01 -7.225786768793e-03 3.409625912700e-01
5.745000000001e+00 9.040802924618e-03 3.481277731009e-01 -7.220076804808e-03 3.409076962961e-01
5.746000000001e+00 9.031660754046e-03 3.480671892528e-01 -7.214371478199e-03 3.408528177746e-01
5.747000000001e+00 9.022527789762e-03 3.480066264833e-01 -7.208670785068e-03 3.407979556983e-01
5.748000000001e+00 9.013404022559e-03 3.479460847816e-01 -7.202974721517e-03 3.407431100601e-01
5.749000000001e+00 9.004289443241e-03 3.478855641366e-01 -7.197283283653e-03 3.406882808529e-01
5.750000000001e+00 8.995184042617e-03 3.478250645373e-01 -7.191596467588e-03 3.406334680697e-01
5.751000000001e+00 8.986087811510e-03 3.477645859729e-01 -7.185914269436e-03 3.405786717034e-01
5.752000000001e+00 8.977000740748e-03 3.477041284322e-01 -7.180236685313e-03 3.405238917469e-01
5.753000000001e+00 8.967922821170e-03 3.476436919044e-01 -7.174563711340e-03 3.404691281931e-01
5.754000000001e+00 8.958854043624e-03 3.475832763786e-01 -7.168895343642e-03 3.404143810350e-01
5.755000000001e+00 8.949794398968e-03 3.475228818437e-01 -7.163231578346e-03 3.403596502654e-01
5.756000000001e+00 8.940743878065e-03 3.474625082889e-01 -7.157572411584e-03 3.403049358774e-01
5.757000000001e+00 8.931702471792e-03 3.474021557033e-01 -7.151917839488e-03 3.402502378638e-01
5.758000000001e+00 8.922670171032e-03 3.473418240759e-01 -7.146267858199e-03 3.401955562177e-01
5.759000000001e+00 8.913646966678e-03 3.472815133958e-01 -7.140622463855e-03 3.401408909319e-01
5.760000000001e+00 8.904632849632e-03 3.472212236521e-01 -7.134981652603e-03 3.400862419995e-01
5.761000000001e+00 8.895627810805e-03 3.471609548339e-01 -7.129345420589e-03 3.400316094133e-01
5.762000000001e+00 8.886631841115e-03 3.471007069304e-01 -7.123713763965e-03 3.399769931664e-01
5.763000000001e+00 8.877644931493e-03 3.470404799306e-01 -7.118086678887e-03 3.399223932517e-01
5.764000000001e+00 8.868667072875e-03 3.469802738237e-01 -7.112464161511e-03 3.398678096622e-01
5.765000000001e+00 8.859698256208e-03 3.469200885989e-01 -7.106846207999e-03 3.398132423909e-01
5.766000000001e+00 8.850738472448e-03 3.468599242453e-01 -7.101232814516e-03 3.397586914307e-01
5.767000000001e+00 8.841787712559e-03 3.467997807519e-01 -7.095623977230e-03 3.397041567747e-01
5.768000000001e+00 8.832845967515e-03 3.467396581081e-01 -7.090019692313e-03 3.396496384158e-01
5.769000000001e+00 8.823913228298e-03 3.466795563029e-01 -7.084419955939e-03 3.395951363470e-01
5.770000000001e+00 8.814989485898e-03 3.466194753256e-01 -7.078824764287e-03 3.395406505613e-01
5.771000000001e+00 8.806074731317e-03 3.465594151653e-01 -7.073234113537e-03 3.394861810518e-01
5.772000000001e+00 8.797168955563e-03 3.464993758112e-01 -7.067647999876e-03 3.394317278113e-01
5.773000000001e+00 8.788272149653e-03 3.464393572525e-01 -7.062066419490e-03 3.393772908330e-01
5.774000000001e+00 8.779384304615e-03 3.463793594784e-01 -7.056489368572e-03 3.393228701099e-01
5.775000000001e+00 8.770505411485e-03 3.463193824782e-01 -7.050916843317e-03 3.392684656349e-01
5.776000000001e+00 8.761635461306e-03 3.462594262410e-01 -7.045348839923e-03 3.392140774010e-01
5.777000000001e+00 8.752774445132e-03 3.461994907560e-01 -7.039785354590e-03 3.391597054015e-01
5.778000000001e+00 8.743922354025e-03 3.461395760126e-01 -7.034226383525e-03 3.391053496291e-01
5.779000000001e+00 8.735079179055e-03 3.460796820000e-01 -7.028671922936e-03 3.390510100770e-01
5.780000000001e+00 8.726244911304e-03 3.460198087073e-01 -7.023121969033e-03 3.389966867383e-01
5.781000000001e+00 8.717419541858e-03 3.459599561239e-01 -7.017576518031e-03 3.389423796059e-01
5.782000000001e+00 8.708603061816e-03 3.459001242390e-01 -7.012035566150e-03 3.388880886729e-01
5.783000000001e+00 8.699795462284e-03 3.458403130419e-01 -7.006499109610e-03 3.388338139323e-01
5.784000000001e+00 8.690996734376e-03 3.457805225219e-01 -7.000967144636e-03 3.387795553773e-01
5.785000000001e+00 8.682206869216e-03 3.457207526683e-01 -6.995439667456e-03 3.387253130009e-01
5.786000000001e+00 8.673425857937e-03 3.456610034703e-01 -6.989916674302e-03 3.386710867960e-01
5.787000000001e+00 8.664653691680e-03 3.456012749173e-01 -6.984398161408e-03 3.386168767559e-01
5.788000000001e+00 8.655890361595e-03 3.455415669986e-01 -6.978884125012e-03 3.385626828736e-01
5.789000000001e+00 8.647135858840e-03 3.454818797034e-01 -6.973374561355e-03 3.385085051421e-01
